Creditor Name,Address Line 1,Address Line 2,Address Line 3,City,State,Zip,Contact,Phone,Fax,Consideration,Last Updated
Desert Surgical Specialist P,P.O. Box 26703,,,Salt Lake City,UT,84126-0703,,,,,10/17/2023
Desert Valley Gastroenterology,Attn: Billing,PO Box 52555,,Phoenix,AZ,85072,,,,,11/11/2020
Desert Valley Infectious DS Phys,PO Box 16303,,,Phoenix,AZ,85011,,,,,06/03/2021
Desert View,Suite 187,2730S. Val Vista Dr.,,Gilbert,AZ,85295,,,,,09/21/2021
Desert Vista Neuro Specialists PLLC,1407,3550 N. Central Ave.,,Phoenix,AZ,85012,,,,,05/27/2021
Desert Wide Properties,"3330 N. Dobson Rd., #3",,,Chandler,AZ,85224,,,,,12/07/2021
Designed Receivable Solutions,6101 Ball RD Suite 207,,,Cypress,CA,90630-3965,,,,,02/23/2026
Destiny Concora Credit,PO Box 23030,,,Columbus,GA,31902-3030,,,,,04/29/2025
Destiny Credit Card,P.O. Box 4477,,,Beaverton,OR,97076,,,,,01/21/2026
Destiny RV Resort,"416 North Citrus Road, Site #11",,,Goodyear,AZ,85338,,,,,05/15/2025
DEVILLE ASSET MANAGEMENT,1132 GLADE RD,,,Colleyville,TX,76034,,,,,03/19/2025
Devin Phillip Izenberg,P.O. Box 25145,Case No. J1302CV2025001295,,Santa Ana,CA,92799-5145,,,,,01/29/2026
Devlin Automotive Inc.,dba Meineke #2253,PO Box 2549,,Carlsbad,CA,92018,,,,,11/18/2020
Devry Education Group,Attn: Billing,2149 W. Dunlap Ave.,,Phoenix,AZ,85021,,,,,03/19/2021
DeVry University,4225 Naperville Rd,,,Lisle,IL,60532,,,,,04/25/2024
DeVry University-American,202 W Johnstown Rd.,,,Columbus,OH,43230,,,,,03/27/2025
DFC Manufacturing Group LLC,ATTN: PAYROLL/GARNISHMENTS,"7733 Forsyth Blvd., Ste 1100",,Saint Louis,MO,63105,,,,,08/16/2022
DFN Associates,Attn: Bankruptcy,"2351 N. Forest Rd., Suite 110",,Getzville,NY,14068,,,,,06/26/2023
DHMF-Bakersfield,PO Box 741249,,,Los Angeles,CA,90074,,,,,06/02/2021
Diagnostic Imaging NW,P.O. Box 1259 Dept #165956,,,Oaks,PA,19456,,,,,06/09/2025
Diagnostic Imaging NW PC,PO Box 1259 Dept # 165956,,,Oaks,PA,19456,,,,,01/24/2022
Diagnostic Radiology,Jack D Dunn MD,1920 E. Baseline,,Tempe,AZ,85283,,,,,09/23/2025
"Diamond Grove MHC, LLC.",5151 N Kain Ave,,,Tucson,AZ,85705,,,,,08/01/2023
Diamond Motors Auto Sales,947 S 6th Ave,,,Tucson,AZ,85701,,,,,09/03/2021
Diamond Parking,PO Box 21050,,,Spokane,WA,99201-7197,,,,,07/14/2023
Diamond Resorts,1450 Center Crossing Road,,,Las Vegas,NV,89144,,,,,05/28/2025
Diamond Resorts,US Collection Members Assoc.,Assessment Fee Dept.,PO Box 8526,Pompano Beach,FL,33075-8526,,,,,04/29/2024
Diamond Resorts Hawaii,Collection Members Association,PO Box 947596,,Atlanta,GA,30394-7596,,,,,10/13/2025
Diamond Rock Rentals,2804 S. Marcus Lane,,,Veradale,WA,99037,,,,,07/28/2024
Diamond Showcase,2207 30th Ave.,,,Longview,WA,98632,,,,,11/14/2024
Diamond State Financial Group,Attn: Bankruptcy Department,"121 Continental Drive, Suite 110",,Newark,DE,19713,,,,,04/07/2020
Diana Hartke,10636 W Eucalyptus Rd,,,Peoria,AZ,85383,,,,,05/19/2022
Diana Lopez,354 W. Santa Gertudis Circle,,,San Tan Valley,AZ,85143,,,,,05/01/2024
Diana Stuart,4353 E 25th Ave,,,Spokane,WA,99223,,,,,12/15/2025
Diane J. McRae,"4420 125th St. NE, Bedroom B",,,Marysville,WA,98271,,,,,04/10/2026
Dibble Family Dental,"33801 1st way S., Ste 201",,,Federal Way,WA,98003,,,,,01/20/2023
"Dick's Towing, Inc.",3516 Palne Ave.,,,Everett,WA,98201,,,,,01/14/2026
Digital Masters Dental Studio,Attn: Billing | Bankruptcy,4816 S. Ash Ave.,,Tempe,AZ,85282,,,,,10/22/2021
Dignifi,PO Box 7084,,,Boulder,CO,80306,,,,,12/02/2022
Dignity Health,PO BOX 740533,,,Los Angeles,CA,90074,,,,,04/28/2025
Dignity Health,c/o St. Joseph Hospital & Medica Center,350 W. Thomas Rd.,,Phoenix,AZ,85013,,,,,05/24/2025
Dignity Health,Mercy Gilbert Medical Center,,,Los Angeles,CA,90074,,,,,04/24/2025
Dignity Health,Yavapai Regional Medical Center,PO BOX 10070,,Prescott,AZ,86304,,,,,06/17/2025
Dignity Health,Yavapai Regional Medical Center,P.O. Box 10070,,Prescott,AZ,86304-0070,,,,,08/01/2025
Dignity Health,File Box 7444805,,,Los Angeles,CA,90074,,,,,03/17/2026
Dignity Health,Po Box 743846,,,Los Angeles,CA,90074,,,,,03/17/2026
Dignity Health,P.O. Box 7405333,,,Los Angeles,CA,90074-0533,,,,,01/03/2025
Dignity Health,PO Box 10070,,,Prescott,AZ,86304-0070,,,,,10/30/2024
Dignity Health,c/o Chandler Regional & Mercy,3215 Prospect Park Dr.,,Rancho Cordova,CA,95670,,,,,05/28/2021
Dignity Health,Attn: Billing | Bankruptcy,PO Box 3008,,Rancho Cordova,CA,95741,,,,,05/27/2021
Dignity Health,Yavapai Regional Medical Center,1003 Willow Creek Rd.,,Prescott,AZ,86301,,,,,04/21/2021
Dignity Health,PO Box 57123,,,Los Angeles,CA,90074,,,,,08/17/2020
Dignity Health (AZ),P.O. Box 740533,,,Los Angeles,CA,90074-0533,,,,,02/18/2025
Dignity Health / Chandler Regional,File 56233,,,Los Angeles,CA,90074-6233,,,,,08/31/2019
Dignity Health Arizona General Hospital,PO BOX 10070,,,Prescott,AZ,86304,,,,,06/17/2025
Dignity Health AZ General Hospital,PO BOX 841365,,,Dallas,TX,75284,,,,,09/14/2020
Dignity Health Med Gp,PO Box 740533,,,Los Angeles,CA,90074-0533,,,,,07/05/2022
Dignity Health Medical Group,PO Box 740533,,,Los Angeles,CA,90074-0533,,,,,04/30/2020
Dignity Health Medical Group Arizona,P.O. Box 740533,,,Los Angeles,CA,90074-0533,,,,,01/17/2023
Dignity Health St. Joseph's Medical Cent,14141 Southwest Freeway Suite 300,,,Sugar Land,TX,77478,,,,,07/14/2020
Dignity Health/St Josephs,P.O. BOX 57123,,,Los Angeles,CA,90074,,,,,08/11/2025
Diley Ridge Medical Center,7911 Diley Rd,,,Canal Winchester,OH,43110,,,,,03/30/2023
Dillard's,Attn: Bankruptcy,PO Box 512189,,Los Angeles,CA,90030,,,,,03/09/2021
Dillard's Credit Card,PO Box 6403,,,Sioux Falls,SD,57117,,,,,10/27/2025
DILLARDSMASTERCARD/CBNA,PO BOX 6497,,,Sioux Falls,SD,57117,,,,,05/27/2025
Dille Law,2010 Caton Way SW Ste 101,,,Olympia,WA,98502,,,,,02/24/2023
DiMartino Dental Lab,345 Burnett Ave. N,,,Renton,WA,98057,,,,,09/20/2022
Dimension Property Management,1900 South Puget Dr Ste 203,,,Renton,WA,98055,,,,,09/11/2025
Direct Auto Sales,P.O. Box 11753,,,Spokane,WA,99211,,,,,11/18/2025
Direct Recovery Associates,5737 Kanan Rd.,Ste. 350,,Agoura Hills,CA,91301,,,,,02/06/2024
Direct Recovery Services,629 7th Ave,,,Two Harbors,MN,55616,,,,,10/26/2020
Direct tv,2260 E. Imperial Hyw.,,,El Segundo,CA,90245,,,,,10/25/2024
DirecTV,PO Box 5007,,,Carol Stream,IL,60197,,,,,10/24/2019
Discount Tire,P.O. Box 71715,,,Philadelphia,PA,19176,,,,,07/10/2024
Discount Tire/Synchrony Car Care,PO Box 71715,,,Philadelphia,PA,19176,,,,,10/06/2025
DISCOVER,PO BOX 45909,,,San Francisco,CA,94145,,,,,05/29/2024
Discover,Po Box 30939,,,Salt Lake City,UT,84130,,,,,09/15/2025
Discover,PO Box 30666 Salt Lake City,,,Salt Lake City,UT,84130,,,,,06/12/2025
Discover Bank,c/o Brandon C. Holub,PO Box 3006,,New Albany,OH,43054,,,,,07/22/2025
Discover Bank,"c/o Rausch Sturm, LLP","250 N. Sunnyslope Rd, STE 300",,Brookfield,WI,53005,,,,,05/29/2025
Discover Bank,Attn: Bankruptcy,PO Box 3205,,New Albany,OH,43054,,,,,05/23/2025
DISCOVER BANK,PO BOX 30939,,,Salt Lake City,UT,84130,,,,,05/06/2025
Discover Bank,c/o Suttell & Hammer,P.O. Box C-90006,,Bellevue,WA,98009,,,,,04/24/2025
Discover Bank,PO Box 30958,,,Salt Lake City,UT,84130-0958,,,,,12/20/2024
Discover Bank,"C/O Suttell & Hammer, P.S.",PO Box C-90006,,Bellevue,WA,98009,,,,,02/22/2024
Discover Bank,C/O Weltman Weinberg & Reis Co.,"180 N. LaSalle Street, Suite 2400",,Chicago,IL,60601,,,,,12/20/2023
DISCOVER BANK,PO BOX 30939,,,SALT LAKE CITY,UT,84130-0939,,,,,05/16/2025
Discover Bank,PO Box 29013,,,Phoenix,AZ,85038-9013,,,,,01/24/2023
Discover Bank,C/O Guglielmo & Associates PLLC,PO BOX 41688,,Tucson,AZ,85717,,,,,09/01/2022
Discover Bank,P.O. Box 30943,,,Salt Lake City,UT,84130-0943,,,,,02/19/2020
Discover Bank,C/O Rausch Strum LLP,"9510 W. Sahara Avenue, Suite 250",,Las Vegas,NV,89117,,,,,10/06/2023
Discover Card,PO Box 6103,,,Carol Stream,IL,60197,,,,,02/19/2026
Discover Card,PO Box 30939,,,Salt Lake City,UT,84130,,,,,11/10/2025
DISCOVER CARD,PO BOX 30939,,,Salt Lake City,UT,84130,,,,,08/12/2025
Discover Card,PO BOX 30939,,,Salt Lake City,UT,84130-0939,,,,,07/14/2025
Discover Card Credit Cards,P.O. Box 30939,,,Salt Lake City,UT,84130,,,,,03/10/2026
Discover Card Credit Cards,PO Box 6103,,,Carol Stream,IL,60197,,,,,03/10/2026
Discover Dental Centers,"13035 Olive Blvd., Suite 214",,,Saint Louis,MO,63141,,,,,04/13/2022
Discover Financial,Attn: Bankruptcy,Po Box 3025,,New Albany,OH,43054,,,,,04/21/2025
Discover Personal Loans,Po Box 30954,,,Salt Lake City,UT,84130,,,,,07/29/2025
Discover PL,PO Box 30954,,,Salt Lake City,UT,84130,,,,,08/26/2025
Discover Student Loans,PO BOX 30948,,,Salt Lake City,UT,84130,,,,,08/15/2025
DiscoverCard,PO Box 30939,,,Salt Lake City,UT,84130,,,,,11/13/2025
DISCOVERY BANK,PO BOX 30939,,,Salt Lake City,UT,84130,,,,,04/16/2025
Discovery Bank,c/o Brandon C. Holub Esq.,PO Box 3006,,New Albany,OH,43054-3006,,8003470212,,,01/08/2024
Dish Network,P.O. Box 94063,,,Palatine,IL,60094-4063,,,,,01/10/2020
Dish Network,Attn: Bankruptcy,PO Box 7203,,Pasadena,CA,91109,,,,,12/09/2020
Dish Network,P.O. Box 7203,,,Pasadena,CA,91109,,,,,09/27/2024
Dish Network,PO BOX 94063,,,Palatine,IL,60094,,,,,04/11/2022
Dish TV,PO Box 94063,,,Palatine,IL,60094,,,,,04/13/2022
Disney Vacation Club,1851 Community Drive,,,Orlando,FL,32830,,,,,11/04/2025
Dispatch Health Washington,Attn #23943M,P.O. Box 14000,,Belfast,ME,04915-4033,,,,,04/04/2024
Dist. Court of Clallam County,"223 East 4th Street, Suite #10",,,Port Angeles,WA,98362,,,,,03/17/2022
"Distressed Asset Portfolio III, LLC",Attn: Bankruptcy,10625 Techwoods Circle,,Cincinnati,OH,45242,,,,,03/03/2023
District Court of Douglas County,100 19th St. NW Suite C,,,East Wenatchee,WA,98802,,,,,03/25/2025
District Court of Grays Harbor,"2109 Sumner Ave., Room 201",,,Aberdeen,WA,98520,,,,,09/05/2025
District Court of Jefferson Ct,Room 500,716 N Richard Arrington Jr Blv,,Birmingham,AL,35203,,,,,12/13/2022
District Court of King County,1309 114th Avenue SE #100,,,Bellevue,WA,98004,,,,,10/17/2025
District Court of Mason County,RE:,419 N. 4th St.,,Shelton,WA,98584,,,,,10/03/2025
District Court of Pierce Count,RE Case #:,930 Tacoma Ave. S,,Tacoma,WA,98402,,,,,05/02/2024
District Court of Spokane County,CASE: 22211518,1100 W Mallon,,Spokane,WA,99260,,,,,04/26/2023
District Court of Spokane County,1100 W Mallon Avenue,,,Spokane,WA,99210,,,,,10/07/2025
District court of State of WA,1100 W Mallon Avenue,,,Spokane,WA,99260,,,,,10/07/2025
District Court of Stevens Cnty,District Court of Washington,"215 S. Oak St., #213",,Colville,WA,99114,,,,,03/22/2024
District Court of the,State of Utah - 3rd District,450 S. State St.,,Salt Lake City,UT,84111,,,,,05/06/2024
District court of the state WA,King County South Division,,,Seattle,WA,98166,,206-205-9200,,,06/26/2025
District Court of Washington,County of Snohomish,Case #C2501307,415 E. Burke Ave.,Arlington,WA,98223,,,,,06/26/2025
District Court of Washington,County of Pierce,County-City Building – 2nd Flr,"930 Tacoma Avenue South, Room",Tacoma,WA,98402,,,,,03/23/2026
District Court State of WA,"229 S. Garden Avenue,",PO Box 5030,,Newport,WA,99156,509-447-4110,,,,05/27/2025
District Court State of WA,Re Case #: 20CIV13453KCX,601 SW 149th St,,Seattle,WA,98166,,,,,10/14/2021
District Court State of WA,Adams County,Re Case #:,210 W Broadway Ave,Ritzville,WA,99169,,,,,04/05/2024
District Court State Washingto,Skagit County District Court,600 S 3rd St,,Mount Vernon,WA,98273,,,,,11/16/2023
"District Court, El Paso County",El Paso County Judicial Bldg,"270 S. Tejon Street, PO Box 29",,Colorado Springs,CO,80903,,719.452.5000,,,08/25/2025
District Medical Group,2929 E Thomas Rd,,,Phoenix,AZ,85016,,,,,06/08/2023
District Medical Group - DMG,PO Box 860183,,,Minneapolis,MN,55486,,,,,05/24/2025
"Ditchey Geiger, LLC",7123 Pearl Road Suite 400,,,Cleveland,OH,44130,,,,,12/23/2024
Ditech Financial LLC,PO Box 12740,,,Tempe,AZ,85284-0046,,,,,06/22/2021
DIV OF CHILD SUPPORT ENFOR,PO Box 40458,,,Phoenix,AZ,85067,(800) 882-4151,,,,04/22/2025
Div of Support Dept of Human Svcs,PO Box 352,,,Jackson,MS,39205,,,,,09/18/2025
Diverse Funding Associates,2351 N. Forest Road,Suite 110,,Getzville,NY,14068,,,,,06/21/2021
Diversified Adjustment Services,Dasi-Bankruptcy,PO Box 32145,,Minneapolis,MN,55432,,,,,08/20/2019
Diversified Adjustment Svc,600 Coon Rapids Blvd NW,,,Coon Rapids,MN,55433-5549,,,,,10/29/2025
Diversified Consultants,PO Box 551268,,,Jacksonville,FL,32255-1268,,,,,08/20/2019
Diversified Creditors Service,717 East 22nd Street,,,Vancouver,WA,98663,,,,,08/05/2022
Diversity Management/First Choice Financ,3470 Historic East Route 66,,,Flagstaff,AZ,86004,,,,,03/23/2022
Dividend,P.O. Box 847245,,,Los Angeles,CA,90084,,,,,03/13/2026
Dividend Financial,P.O Box 847245,,,Los Angeles,CA,90084-7245,,,,,05/02/2025
Divident Solar,PO Box 847245,,,Los Angeles,CA,90084,,,,,02/02/2026
Division Child Support,PO Box 14059,,,Lexington,KY,40512,,,,,04/27/2021
Division of Business Services,State of Tennessee,312 Rosa L. Parks Ave 6th Fl,,Nashville,TN,37243-1102,,,,,01/12/2023
Division of Child Supp Enforcement,Department of Human Services,750 North State Street,,Jackson,MS,39202,,,,,09/18/2025
Division of Child Support,c/o Tyler Potter,PO Box 45868,,Olympia,WA,98504,,,,,05/06/2025
Division of Child Support,P.O. Box 11520,,,Tacoma,WA,98411-5520,,,,,11/14/2024
Division of Child Support,1608 W. Boone Ave,,,Spokane,WA,99201,,,,,10/25/2023
Division of Child Support,Oregon Department of Justice,PO Box 14680,,Salem,OR,97309,,,,,03/29/2024
Division of Support Dept of Human Svcs,PO Box 352,,,Jackson,MS,39205,,,,,09/18/2025
"DivvyPay, Inc.",13707 S. 200 W.,,,Draper,UT,84020,,,,,06/02/2022
DJo,Suite 200,2900 Lake Vista Drive,,Lewisville,TX,75067,,,,,05/30/2024
DJO LLC,P.O. Box 660852,,,Dallas,TX,75266,,,,,12/10/2024
"DJO, LLC",PO Box 660852,,,Dallas,TX,75266-0852,,,,,05/23/2023
DL INVESTOR LLC,450 Anthony Trail,,,Northbrook,IL,60062,,,,,06/24/2025
DLH Corporation,"3565 Piedmont Rd., Suite 700",,,Atlanta,GA,30305,,,,,08/15/2022
DLI Assets Bravo LLC,550 North Brand Blvd,Suite 2000,,Glendale,CA,91203,,,,,05/23/2023
DLL Finance LLC,Attn: Bankruptcy,Po Box 2000,,Johnston,IA,50131,,,,,08/31/2023
DMS ONR,PO Box 979113,,,Saint Louis,MO,63197,,,,,02/04/2022
DNF Associates,"C/O Gordon, Aylworth, & Tami",4023 W. 1st Ave,P.O. Box 22338,Eugene,OR,97402,,,,,01/24/2024
DNF Associates LLC,C/O The Hallstrom Law Firm,333 W. Roosevelt St.,,Phoenix,AZ,85003,,,,,07/21/2023
DNF Associaties LLC,"2351 North Forest Road, Suite 110",,,Getzville,NY,14068,,,,,09/07/2021
Dobbins Point Homeowners Association,4645 E. Cotton Gin Loop,,,Phoenix,AZ,85040,,,,,03/20/2023
"Dobbs & Young Law Offices, P.S.",P.O. Box 9097,,,Yakima,WA,98909,,,,,04/18/2023
Dobler Management Company Inc.,"3012 S. 47th St., Ste. 2",,,Tacoma,WA,98409,,,,,03/28/2025
Dobson Ranch Animal Hopsital & Grooming,"2917 S. Dobson Rd., #102",,,Mesa,AZ,85202,,,,,12/17/2021
Doctors On Duty,100 Wilson Rd. #100,,,Monterey,CA,93940,,,,,02/22/2021
Doina Onutu,101 E. Paradise Lane,,,Phoenix,AZ,85022,,,,,07/19/2021
Dollar Loan,Attn: Bankruptcy,3080 S. Needles Hwy,,Laughlin,NV,89029,,,,,01/06/2021
DOLLAR LOAN CENTER,8860 W. SUNSET ROAD,,,Las Vegas,NV,89148,,,,,03/03/2023
Dollar Self Storage #2,4170 W. Peoria Ave.,,,Phoenix,AZ,85029,,,,,11/25/2024
DOmain 3201 ICG LLC,3201 W. Ina Rd. #2025,,,Tucson,AZ,85741,,,,,07/12/2021
Dominion Diagnostics,211 Circuit Dr,,,North Kingstown,RI,02852-7440,,,,,03/28/2023
Dominion Energy,PO Box 26543,,,Richmond,VA,23290-0001,,,,,12/07/2021
Dominque Searcy,5673 W. Jefferson Blvd,#8,,Los Angeles,CA,90016,,,,,05/31/2024
Don Darnell,PO Box 39695,,,Phoenix,AZ,85069,,,,,10/19/2022
Don Ray Drive-a-way Co. Inc.,1400 S. 13th St.,PO Box 246,,Decatur,IN,46733,,,,,06/30/2022
Don Schmidt,8116 18th LN SE,,,Lacey,WA,98503,,,,,10/15/2025
Donald Blais,"2530 Louise Ave.,",,,Kingman,AZ,86401,,,,,03/31/2026
"Donald G. Dicken, MD",Suite 275,1200 N. 14th Ave.,,Pasco,WA,99301,,,,,01/30/2023
Donald Joseph Irwin,"c/o Jones, Skeleton & Hochuli, P.L.C.","40  North Central Avenue, Suite 2700",,Phoenix,AZ,85004,,,,,10/23/2020
Donna & Mikel Wyckoff,2444 Yulan Walk,,,Bremerton,WA,98310,,,,,04/27/2022
Donnell Financial Group,Attn: Bankruptcy,"8 Wright St., Suite 101",,Westport,CT,06880,,,,,11/18/2020
Dort Financial Credit Union,PO Box 1635,,,Flint,MI,48501,,,,,12/01/2025
Doug and Sandi Gillespie,11637 El Camino del Diablo,,,Yuma,AZ,85367,,,,,09/27/2023
Doug Dingman,6912 220th St SW Ste 207,,,Mountlake Terrace,WA,98043,,,,,05/09/2024
Doug Slater,5252 Matheson Lane,,,Bellingham,WA,98226,,,,,03/04/2026
Doug Velez,3120 Claremont Drive,,,Tacoma,WA,98407,,,,,07/03/2023
Douglas County Superior Court,203 S. Rainier St.,,,Waterville,WA,98858,,,,,01/31/2025
Douglas D Thompson,15018 SE 224th St,,,Kent,WA,98042,,,,,07/11/2025
Douglas Lawhead,1811 E. Apache Blvd.,,,Tempe,AZ,85281,,,,,03/23/2026
Douglas Okanogan County Fire,C/o Billing Service,PO Box 3510,,Silverdale,WA,98383,,,,,08/31/2022
Douglas T. Christensen,1225 W. Washington St. #110,,,Tempe,AZ,85281,,,,,09/09/2020
Douglas Wolf,Pinal County Assessor,PO Box 709,,Florence,AZ,85132,,,,,10/22/2021
Douglass Properties,815 E. Rosewood Ave,,,Spokane,WA,99208,,,,,10/16/2023
"Dovenmuehle Mortgage, Inc.",Attn: Bankruptcy,1 Corporate Dr. St 360,,Lake Zurich,IL,60047,,,,,05/17/2023
Downtown Justice Court,RE Case: TJ2016-002461,620 W. Jackson Street,,Phoenix,AZ,85003,,,,,01/19/2021
Downtown Tempe Authority,148 5th Street,,,Tempe,AZ,85281,,,,,07/15/2025
DPT ED/AIDV,PO Box 300001,,,Greenville,TX,75403,,,,,07/24/2025
Dr. Bojia Li,4525 3rd Ave. SE,,,Lacey,WA,98503,,,,,06/04/2024
Dr. Brett Stanaland MD,1000 Goodlette Rd. #200,,,Naples,FL,34102,,,,,11/24/2020
Dr. Brian N Sturgill and Associates,1710 S Greenfield Rd.,,,Mesa,AZ,85206,,,,,04/30/2020
"Dr. Claudette ""Claudia"" Antuna",14929 148th Ave. SE,,,Bellevue,WA,98006,,,,,01/08/2024
Dr. Denese Scientific Skincare,"725 Grand Ave., Suite 201",,,Ridgefield,NJ,07657,,,,,01/18/2021
"Dr. I S Gujral, MD",18 New Castle Lane,,,Laguna Niguel,CA,92677,,,,,10/21/2020
Dr. Jordan Fink,9000 W. Wisconsin Ave.,,,Milwaukee,WI,53226,,,,,11/23/2020
"Dr. Kai-Uwe Lewandrowski, MD","4787 E Camp Lowell Dr,",,,Tucson,AZ,85712,,,,,12/09/2022
Dr. Leaonard's,PO Box 2852,,,Monroe,WI,53566,,,,,05/06/2021
"Dr. Mark J. Murphy, MD",8102 E. McDowell Rt. Suite 2A,,,Scottsdale,AZ,85257,,,,,02/12/2021
Dr. Rupert DDS,950 Oak St.,,,Aberdeen,WA,98520,,,,,09/17/2024
DRAKE T16 NOTTINGHILL OWNER,c/o THE CORPORATION TRUST CO,CENTER 1209 ORANGE ST,,Wilmington,DE,19801,,,,,08/07/2024
"Draper Woldseth, PLLC",Attorney's at Law,Suite 201,"4208 198th St., SW",Lynnwood,WA,98036,,,,,12/28/2023
Dream Catcher Rent to Own LLC,25950 S Arizona Ave,,,Chandler,AZ,85248,,,,,09/03/2021
Dreaming Summit HOA,7225 E Hampton Ave Suite 101,,,Mesa,AZ,85209,,,,,10/16/2025
DREAMS COME TRUE LLC,13122 SE 164TH ST,,,Renton,WA,98058,,,,Business Account.,05/29/2025
DreamSpring,Department 1502,,,Denver,CO,80256,,,,,01/20/2021
Dreamspring,"C/O Crosby & Gladner, P.C.","1930 South Alma School Rd., Suite D206",,Mesa,AZ,85210,,,,,01/12/2024
Dreamy Draw Justice Court,RE CASE#,18380 N. 40th St.,,Phoenix,AZ,85032,,,,,11/10/2021
Dreamy Draw Justice Court,18380 N. 40th St.,,,Phoenix,AZ,85032,,,,,01/16/2020
Dreamy Draw Justice Court,RE CASE# CC2020-108057,18380 N. 40th St.,,Phoenix,AZ,85032,,,,,08/31/2020
Dreamy Draw Justice Court,18380 N 40th St #130,,,Phoenix,AZ,85032,,,,,06/26/2025
Drexel University,Attn: Bankruptcy,PO Box 8196,,Philadelphia,PA,19101,,,,,03/29/2024
Drimaxx,P.O Box 60602,,,Fort Myers,FL,33906,,,,,11/19/2020
Drive Insurance Company,c/o Afni Inc,PO Box 3068,,Bloomington,IL,61702-3068,,,,,12/09/2025
Drive Time,7300 E Hampton Ave,,,Mesa,AZ,85209,,,,,09/07/2021
Driven Collision Center,10725 Valle Ave E,,,Puyallup,WA,98372,,,,,05/27/2025
Driver Records,Dept. of Licensing,PO Box 9030,,Olympia,WA,98507,,,,,01/24/2023
"DriveTime Carsales Company, LLC",dba DriveTime Tucson,2301 N. Oracle Rd.,,Tucson,AZ,85705,,,,,03/12/2021
Drivetime/Bridgecrest,7300 E Hamption Ave St 101,,,Mesa,AZ,85209,,,,,01/28/2026
Driveway Finance Corporation,PO Box 650997,,,Dallas,TX,75265,,,,,04/02/2026
DRS. Goodman & Partridge OB/GYN,PO Box 6730,,,Chandler,AZ,85246-6730,,,,,12/17/2021
Drylux Restoration,1240 N. Mondel Drive,,,Gilbert,AZ,85233,,,,,04/23/2024
DS Waters of America,3302 W Earll Dr.,,,Phoenix,AZ,85017,,,,,04/07/2020
"DS Waters of America, Inc.",3302 W. Earll Drive,,,Phoenix,AZ,85017,,,,,12/08/2020
"DSErickson & Associates, PLLC",7650 Edinborough Way #500,,,Minneapolis,MN,55435,,,,,12/14/2020
DSHS / DCS EVERETT,PO BOX 11520,,,Tacoma,WA,98411,,,,,08/26/2025
DSHS Office of,Financial Recovery,PO Box 9501,,Olympia,WA,98507,,,,,11/28/2022
DSHS Office of Fin Recovery,"243 Israel Rd SE, 5th Fl",,,Olympia,WA,98501,,,,,01/03/2023
DSHS Office of Fin Recovery,PO Box 9501,,,Olympia,WA,98507-9501,,,,,01/06/2022
Dshs/dcs Everett,840 North Broadway,,,Everett,WA,98203,,425-438-4800,,,06/30/2025
Dshs/dcs Olympia,243 Isreal Rd Tc3,,,Tumwater,WA,98501,,,,,01/17/2023
Dshs/dcs Yakima,1002 N 16th Ave,,,Yakima,WA,98907,,,,,06/21/2025
DSHS/Division of Child Support,Attn: Bankruptcy,Po Box 11520,,Tacoma,WA,98411-5520,,,,,04/03/2025
DSHS/Division of Child Support Tacoma,Attn: Bankruptcy,Po Box 11520,,Tacoma,WA,98411,,,,,12/09/2022
DSRM National Bank,c/o Valero Gas Card,PO Box 300,,Amarillo,TX,79105,,,,,10/30/2020
DSRM National Bank Valero Fuel Card,P.O. Box 631,,,Amarillo,TX,79105,,,,,06/07/2024
Duane Howard,c/o Big D Construction,3902 N. Swallow Ave.,,Pasco,WA,99301,,,,,11/05/2024
Duc Huy Vu,1355 S. Colorado Blvd.,"Ste. 400, Bldg. C",,Denver,CO,80222,,,,,10/18/2024
"Duke Capital, LLC",Attn: Bankruptcy,526 South Church St.,,Charlotte,NC,28202,,,,,09/28/2021
Dulce Abril Briseno,206 32nd St. #111,,,Williston,ND,58801,,,,,08/02/2024
Dunlap & Magee Property Management,"700 E 9th Ave, Apt 15",,,Apache Junction,AZ,85119,,,,,01/27/2022
Dunlap & Magee Property Management Inc.,11260 N. Tatum Blvd. Ste 149,,,Phoenix,AZ,85028,,,,,12/01/2020
Dunn Orthodontics,3409 N. 56th St. #C,,,Phoenix,AZ,85018,,,,,11/13/2023
Dunton & Graves,119 E Andy Devine,,,Kingman,AZ,86401,,,,,11/16/2023
"Dura Medic, LLC",PO Box 732080,,,Dallas,TX,75373,,,,,09/02/2020
Duran's Tax Services,4760 E Speedway Blvd,,,Tucson,AZ,85712,,,,,10/15/2020
Durflinger Oliver & Associates,"711 St. Helens Ave, Suite 209",,,Tacoma,WA,98402,,,,,08/08/2022
Durham D&M LLC,2601 Navistar Dr,,,Lisle,IL,60532,,,,,08/28/2025
Dustin Davis,8735 Thuja Ave. SE,,,Yelm,WA,98597,,,,,11/04/2024
Dustin MaMahon,2 North Central Ave Floor 18,,,Phoenix,AZ,85004,,,,,11/13/2025
Dutchess County Dept of Community,and Family Services,60 Market Street,,Poughkeepsie,NY,12601,,,,,05/28/2025
Dutrac Credit Union,Attn: Bankruptcy,3465 Asbury Road Po Box 3250,,Dubuque,IA,52004,,,,,06/27/2023
Duvera Billing Services,Attn: Bankruptcy,3220 Executive RDG Ste 200,,Vista,CA,92081,,,,,01/12/2022
DV Peds,4137 N. 108th Ave.,,,Phoenix,AZ,85037,,,,,10/04/2022
